plasmid_id	orf_id	start	end	strand	COG_category	COG_description	Domains	AMR_class	AMR_mechanism	AMR_gene	AMR_identity
ERR2185444_RNODE_21_length_2428_cov_34.38550	ERR2185444_RNODE_21_length_2428_cov_34.38550_5	2822	3397	1	S	Psort location Cytoplasmic, score 8.96					
ERR2185444_RNODE_21_length_2428_cov_34.38550	ERR2185444_RNODE_21_length_2428_cov_34.38550_6	3410	3640	1							
ERR2185444_RNODE_22_length_1795_cov_17.53870	ERR2185444_RNODE_22_length_1795_cov_17.53870_2	1137	1670	-1			mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_22_length_1795_cov_17.53870	ERR2185444_RNODE_22_length_1795_cov_17.53870_3	1814	1993	1							
ERR2185444_RNODE_22_length_1795_cov_17.53870	ERR2185444_RNODE_22_length_1795_cov_17.53870_4	1983	2942	-1	L	Replication initiation factor	PF02486|Replication initiation factor				
ERR2185444_RNODE_23_length_1522_cov_15.00990	ERR2185444_RNODE_23_length_1522_cov_15.00990_2	767	1372	-1			mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_23_length_1522_cov_15.00990	ERR2185444_RNODE_23_length_1522_cov_15.00990_3	1372	2292	-1	L	Replication initiation factor	PF02486|Replication initiation factor				
ERR2185444_RNODE_24_length_1776_cov_19.12780	ERR2185444_RNODE_24_length_1776_cov_19.12780_3	2002	2097	1							
ERR2185444_RNODE_24_length_1776_cov_19.12780	ERR2185444_RNODE_24_length_1776_cov_19.12780_4	2317	3249	1	K	Divergent AAA domain protein	G3DSA:3.30.565.60|-;PF13749|Putative ATP-dependent DNA helicase recG C-terminal;PTHR30595|GLPR-RELATED TRANSCRIPTIONAL REPRESSOR				
ERR2185444_RNODE_25_length_2258_cov_35.27550	ERR2185444_RNODE_25_length_2258_cov_35.27550_5	2055	2324	-1							
ERR2185444_RNODE_25_length_2258_cov_35.27550	ERR2185444_RNODE_25_length_2258_cov_35.27550_6	2324	2614	-1							
ERR2185444_RNODE_25_length_2258_cov_35.27550	ERR2185444_RNODE_25_length_2258_cov_35.27550_7	2822	3082	-1							
ERR2185444_RNODE_25_length_2258_cov_35.27550	ERR2185444_RNODE_25_length_2258_cov_35.27550_8	3185	4102	-1	L	Replication protein	PF01446|Replication protein	Drug_and_biocide_resistance	Drug_and_biocide_SMR_efflux_pumps	QACC	26.009
ERR2185444_RNODE_26_length_2661_cov_11.90530	ERR2185444_RNODE_26_length_2661_cov_11.90530_2	1574	1750	1			G3DSA:1.10.1220.10|-;PF19839|Ribbon-helix-helix protein;SSF47598|Ribbon-helix-helix				
ERR2185444_RNODE_26_length_2661_cov_11.90530	ERR2185444_RNODE_26_length_2661_cov_11.90530_3	1758	2708	1	KT	Primase C terminal 1 (PriCT-1)	G3DSA:1.10.340.50|-;PF03090|Replicase family				
ERR2185444_RNODE_26_length_2661_cov_11.90530	ERR2185444_RNODE_26_length_2661_cov_11.90530_4	3084	4163	1	L	Plasmid recombination enzyme	Coil|Coil;G3DSA:3.30.930.30|-;PF01076|Plasmid recombination enzyme;cd17242|MobM_relaxase				
ERR2185444_RNODE_27_length_6857_cov_18.00260	ERR2185444_RNODE_27_length_6857_cov_18.00260_7	5299	6453	1	D	Plasmid recombination enzyme	Coil|Coil;G3DSA:3.30.930.30|-;NF041497|NCBIFAM: MobV family relaxase;PF01076|Plasmid recombination enzyme;cd17242|MobM_relaxase;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_27_length_6857_cov_18.00260	ERR2185444_RNODE_27_length_6857_cov_18.00260_8	6506	7438	1	L	DNA restriction-modification system	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases				
ERR2185444_RNODE_27_length_6857_cov_18.00260	ERR2185444_RNODE_27_length_6857_cov_18.00260_9	7431	7946	1	-	-					
ERR2185444_RNODE_27_length_6857_cov_18.00260	ERR2185444_RNODE_27_length_6857_cov_18.00260_10	8247	8447	-1							
ERR2185444_RNODE_27_length_6857_cov_18.00260	ERR2185444_RNODE_27_length_6857_cov_18.00260_11	8460	8945	-1							
ERR2185444_RNODE_27_length_6857_cov_18.00260	ERR2185444_RNODE_27_length_6857_cov_18.00260_12	9011	10216	-1	M	heme binding	mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_27_length_6857_cov_18.00260	ERR2185444_RNODE_27_length_6857_cov_18.00260_13	10229	11140	-1	L	RePlication protein	Coil|Coil;PF01446|Replication protein	Drug_and_biocide_resistance	Drug_and_biocide_SMR_efflux_pumps	QACC	46.102
ERR2185444_RNODE_28_length_4132_cov_154.03730	ERR2185444_RNODE_28_length_4132_cov_154.03730_3	3786	3896	1							
ERR2185444_RNODE_28_length_4132_cov_154.03730	ERR2185444_RNODE_28_length_4132_cov_154.03730_4	3979	4161	-1	-	-					
ERR2185444_RNODE_28_length_4132_cov_154.03730	ERR2185444_RNODE_28_length_4132_cov_154.03730_5	4164	5126	-1	L	Initiator Replication protein	G3DSA:1.10.10.10|-;NF038290|NCBIFAM: replication initiation protein RepM;PF01051|Initiator Replication protein, WH1;PF21205|Initiator Rep protein, WH2;SSF46785|Winged helix DNA-binding domain				
ERR2185444_RNODE_28_length_4132_cov_154.03730	ERR2185444_RNODE_28_length_4132_cov_154.03730_6	5692	6606	-1	-	-					
ERR2185444_RNODE_29_length_2351_cov_13.67720	ERR2185444_RNODE_29_length_2351_cov_13.67720_5	2171	2458	1			mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_29_length_2351_cov_13.67720	ERR2185444_RNODE_29_length_2351_cov_13.67720_6	2463	2621	1							
ERR2185444_RNODE_29_length_2351_cov_13.67720	ERR2185444_RNODE_29_length_2351_cov_13.67720_7	2832	3128	1							
ERR2185444_RNODE_29_length_2351_cov_13.67720	ERR2185444_RNODE_29_length_2351_cov_13.67720_8	3125	3418	1	-	-					
ERR2185444_RNODE_29_length_2351_cov_13.67720	ERR2185444_RNODE_29_length_2351_cov_13.67720_9	3504	4535	1	L	Replication protein	PF01446|Replication protein	Drug_and_biocide_resistance	Drug_and_biocide_SMR_efflux_pumps	QACC	24.679
ERR2185444_RNODE_2_length_1698_cov_8.68200	ERR2185444_RNODE_2_length_1698_cov_8.68200_4	1871	2038	1							
ERR2185444_RNODE_2_length_1698_cov_8.68200	ERR2185444_RNODE_2_length_1698_cov_8.68200_5	2042	2269	-1							
ERR2185444_RNODE_30_length_1479_cov_9.17110	ERR2185444_RNODE_30_length_1479_cov_9.17110_4	1747	1839	1							
ERR2185444_RNODE_30_length_1479_cov_9.17110	ERR2185444_RNODE_30_length_1479_cov_9.17110_5	2029	2862	-1	-	-					
ERR2185444_RNODE_31_length_1989_cov_10.00500	ERR2185444_RNODE_31_length_1989_cov_10.00500_3	1147	1632	1	-	-	mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_31_length_1989_cov_10.00500	ERR2185444_RNODE_31_length_1989_cov_10.00500_4	1632	2453	1	-	-	PF02486|Replication initiation factor				
ERR2185444_RNODE_31_length_1989_cov_10.00500	ERR2185444_RNODE_31_length_1989_cov_10.00500_5	2514	2762	-1			Coil|Coil				
ERR2185444_RNODE_32_length_2018_cov_17.00840	ERR2185444_RNODE_32_length_2018_cov_17.00840_3	1799	2824	1	L	COG5655 Plasmid rolling circle replication initiator protein and truncated derivatives	PF01446|Replication protein;mobidb-lite|consensus disorder prediction	Drug_and_biocide_resistance	Drug_and_biocide_SMR_efflux_pumps	QACC	31.179
ERR2185444_RNODE_32_length_2018_cov_17.00840	ERR2185444_RNODE_32_length_2018_cov_17.00840_4	2821	3117	1							
ERR2185444_RNODE_33_length_2237_cov_65.02910	ERR2185444_RNODE_33_length_2237_cov_65.02910_3	2343	2918	-1			Coil|Coil;G3DSA:1.10.10.10|-;PF01047|MarR family;SSF46785|Winged helix DNA-binding domain				
ERR2185444_RNODE_33_length_2237_cov_65.02910	ERR2185444_RNODE_33_length_2237_cov_65.02910_4	3140	4231	-1	L	Plasmid recombination enzyme	Coil|Coil;G3DSA:3.30.930.30|-;NF041497|NCBIFAM: MobV family relaxase;PF01076|Plasmid recombination enzyme;cd17242|MobM_relaxase				
ERR2185444_RNODE_34_length_3915_cov_25.60540	ERR2185444_RNODE_34_length_3915_cov_25.60540_5	3463	3786	1	-	-	G3DSA:1.10.1220.10|-;NF041264|NCBIFAM: plasmid mobilization protein MobA				
ERR2185444_RNODE_34_length_3915_cov_25.60540	ERR2185444_RNODE_34_length_3915_cov_25.60540_6	4005	4124	1							
ERR2185444_RNODE_34_length_3915_cov_25.60540	ERR2185444_RNODE_34_length_3915_cov_25.60540_7	4134	5489	1	S	AAA domain, putative AbiEii toxin, Type IV TA system	G3DSA:3.40.50.300|-;PF13304|AAA domain, putative AbiEii toxin, Type IV TA system;PTHR40396|ATPASE-LIKE PROTEIN;SSF52540|P-loop containing nucleoside triphosphate hydrolases				
ERR2185444_RNODE_34_length_3915_cov_25.60540	ERR2185444_RNODE_34_length_3915_cov_25.60540_8	5482	6099	1	S	RloB-like protein	PF13707|RloB-like protein				
ERR2185444_RNODE_35_length_3416_cov_6.95900	ERR2185444_RNODE_35_length_3416_cov_6.95900_4	1834	3807	1	E	DNA primase activity	Coil|Coil;G3DSA:3.30.930.30|-;G3DSA:3.40.1360.10|-;G3DSA:3.90.580.10|-;PF01076|Plasmid recombination enzyme;PF13154|Protein of unknown function (DUF3991);PF13155|Toprim-like;SM00493|toprim5;SSF56731|DNA primase core;SSF57783|Zinc beta-ribbon;cd01029|TOPRIM_primases;cd17242|MobM_relaxase;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_35_length_3416_cov_6.95900	ERR2185444_RNODE_35_length_3416_cov_6.95900_5	3764	4003	1			Coil|Coil				
ERR2185444_RNODE_35_length_3416_cov_6.95900	ERR2185444_RNODE_35_length_3416_cov_6.95900_6	4350	4982	1	S	Protein involved in DNA replication and plasmid maintenance	mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_36_length_2148_cov_25.58150	ERR2185444_RNODE_36_length_2148_cov_25.58150_2	1148	1474	1							
ERR2185444_RNODE_36_length_2148_cov_25.58150	ERR2185444_RNODE_36_length_2148_cov_25.58150_3	1471	1758	1	-	-					
ERR2185444_RNODE_36_length_2148_cov_25.58150	ERR2185444_RNODE_36_length_2148_cov_25.58150_4	2099	3097	1	L	Replication protein	PF01446|Replication protein;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_37_length_3265_cov_14.80740	ERR2185444_RNODE_37_length_3265_cov_14.80740_3	2320	3720	-1	D	Plasmid recombination enzyme	Coil|Coil;G3DSA:3.30.930.30|-;NF041497|NCBIFAM: MobV family relaxase;PF01076|Plasmid recombination enzyme;cd17242|MobM_relaxase;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_37_length_3265_cov_14.80740	ERR2185444_RNODE_37_length_3265_cov_14.80740_4	3919	4653	-1	L	Initiator Replication protein	G3DSA:1.10.10.10|-;PF01051|Initiator Replication protein, WH1;PF21205|Initiator Rep protein, WH2;SSF46785|Winged helix DNA-binding domain				
ERR2185444_RNODE_38_length_3182_cov_13.26590	ERR2185444_RNODE_38_length_3182_cov_13.26590_3	2135	2665	1	S	Protein involved in DNA replication and plasmid maintenance					
ERR2185444_RNODE_38_length_3182_cov_13.26590	ERR2185444_RNODE_38_length_3182_cov_13.26590_4	2673	2864	1							
ERR2185444_RNODE_38_length_3182_cov_13.26590	ERR2185444_RNODE_38_length_3182_cov_13.26590_5	2861	2980	1							
ERR2185444_RNODE_38_length_3182_cov_13.26590	ERR2185444_RNODE_38_length_3182_cov_13.26590_6	3343	4563	-1	D	Plasmid recombination enzyme	Coil|Coil;G3DSA:3.30.930.30|-;NF041497|NCBIFAM: MobV family relaxase;PF01076|Plasmid recombination enzyme;cd17242|MobM_relaxase;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_39_length_4400_cov_40.72750	ERR2185444_RNODE_39_length_4400_cov_40.72750_3	2292	2624	-1	P	Small Multidrug Resistance protein	G3DSA:1.10.3730.20:FF:000001|Quaternary ammonium compound resistance transporter SugE;G3DSA:1.10.3730.20|-;PF00893|Small Multidrug Resistance protein;PTHR30561|SMR FAMILY PROTON-DEPENDENT DRUG EFFLUX TRANSPORTER SUGE;SSF103481|Multidrug resistance efflux transporter EmrE	Drug_and_biocide_and_metal_resistance;Drug_and_biocide_resistance;Multi-biocide_resistance;Multi-drug_resistance;betalactams	Class_A_betalactamases;Drug_and_biocide_SMR_efflux_pumps;Drug_and_biocide_and_metal_SMR_efflux_pump;Multi-biocide_SMR_efflux_pump;Multi-biocide_resistance_protein;Multi-drug_SMR_efflux_regulator	ABES;BCRCM;EBRA;EBRB;EMRE;GES;HSMR;KPNE;KPNF;MDTI;MDTJ;MMR;MVRC;QACC;QACD;QACE;QACEDELTA1;QACF;QACG;QACH;QACJ;QACK;QACL;QACPB;QACZ;SMR;SSME;SUGE;YKKC	60.748
ERR2185444_RNODE_39_length_4400_cov_40.72750	ERR2185444_RNODE_39_length_4400_cov_40.72750_4	2631	3173	-1	K	Bacterial regulatory proteins, tetR family	G3DSA:1.10.357.10|Tetracycline Repressor, domain 2;PF00440|Bacterial regulatory proteins, tetR family;PF17937|Tetracyclin repressor-like, C-terminal domain;PR00455|TetR bacterial regulatory protein HTH signature;PS50977|TetR-type HTH domain profile.;PTHR30055|HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR;SSF46689|Homeodomain-like;SSF48498|Tetracyclin repressor-like, C-terminal domain				
ERR2185444_RNODE_39_length_4400_cov_40.72750	ERR2185444_RNODE_39_length_4400_cov_40.72750_5	3805	4392	1	-	-	Coil|Coil				
ERR2185444_RNODE_39_length_4400_cov_40.72750	ERR2185444_RNODE_39_length_4400_cov_40.72750_6	4524	6020	-1	S	PFAM Relaxase mobilization nuclease family protein	PF03432|Relaxase/Mobilisation nuclease domain;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_39_length_4400_cov_40.72750	ERR2185444_RNODE_39_length_4400_cov_40.72750_7	6048	6650	1							
ERR2185444_RNODE_3_length_1157_cov_10.33710	ERR2185444_RNODE_3_length_1157_cov_10.33710_2	843	1847	1	-	-	Coil|Coil				
ERR2185444_RNODE_40_length_2595_cov_34.74410	ERR2185444_RNODE_40_length_2595_cov_34.74410_4	1737	2993	1	-	-	PF01446|Replication protein				
ERR2185444_RNODE_40_length_2595_cov_34.74410	ERR2185444_RNODE_40_length_2595_cov_34.74410_5	3235	3429	1							
ERR2185444_RNODE_40_length_2595_cov_34.74410	ERR2185444_RNODE_40_length_2595_cov_34.74410_6	3432	4151	1	-	-					
ERR2185444_RNODE_41_length_2814_cov_38.01350	ERR2185444_RNODE_41_length_2814_cov_38.01350_4	1853	2680	1	-	-	PF02486|Replication initiation factor				
ERR2185444_RNODE_41_length_2814_cov_38.01350	ERR2185444_RNODE_41_length_2814_cov_38.01350_5	2766	3119	-1							
ERR2185444_RNODE_41_length_2814_cov_38.01350	ERR2185444_RNODE_41_length_2814_cov_38.01350_6	3184	3765	-1	S	Plasmid replication region DNA-binding N-term	Coil|Coil;PF11740|Plasmid replication region DNA-binding N-term				
ERR2185444_RNODE_41_length_2814_cov_38.01350	ERR2185444_RNODE_41_length_2814_cov_38.01350_7	4143	4670	1			mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_42_length_2901_cov_12.78900	ERR2185444_RNODE_42_length_2901_cov_12.78900_3	1624	2817	1	-	-	PF01446|Replication protein;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_42_length_2901_cov_12.78900	ERR2185444_RNODE_42_length_2901_cov_12.78900_4	3353	3961	1	L	Resolvase, N terminal domain	G3DSA:3.40.50.1390:FF:000001|DNA recombinase;G3DSA:3.40.50.1390|-;PF00239|Resolvase, N terminal domain;PS00397|Site-specific recombinases active site.;PS00398|Site-specific recombinases signature 2.;PS51736|Resolvase/invertase-type recombinase catalytic domain profile.;PTHR30461|DNA-INVERTASE FROM LAMBDOID PROPHAGE;SM00857|resolvase_6;SSF53041|Resolvase-like;cd03768|SR_ResInv				
ERR2185444_RNODE_42_length_2901_cov_12.78900	ERR2185444_RNODE_42_length_2901_cov_12.78900_5	3948	4118	1							
ERR2185444_RNODE_43_length_1013_cov_7.62980	ERR2185444_RNODE_43_length_1013_cov_7.62980_1	525	1067	-1	M	Outer membrane protein beta-barrel domain	PF13505|Outer membrane protein beta-barrel domain;SSF56925|OMPA-like				
ERR2185444_RNODE_44_length_4642_cov_12.74080	ERR2185444_RNODE_44_length_4642_cov_12.74080_5	3871	4419	1	-	-	G3DSA:1.10.10.10|-;PF13730|Helix-turn-helix domain;SSF46785|Winged helix DNA-binding domain;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_44_length_4642_cov_12.74080	ERR2185444_RNODE_44_length_4642_cov_12.74080_6	4500	5363	-1	S	Nucleotidyl transferase AbiEii toxin, Type IV TA system	G3DSA:3.10.450.620|-;PF08843|Nucleotidyl transferase AbiEii toxin, Type IV TA system				
ERR2185444_RNODE_44_length_4642_cov_12.74080	ERR2185444_RNODE_44_length_4642_cov_12.74080_7	5347	6396	-1	K	Psort location Cytoplasmic, score					
ERR2185444_RNODE_44_length_4642_cov_12.74080	ERR2185444_RNODE_44_length_4642_cov_12.74080_8	6581	6892	-1	-	-					
ERR2185444_RNODE_44_length_4642_cov_12.74080	ERR2185444_RNODE_44_length_4642_cov_12.74080_9	6900	7901	-1	S	Psort location Cytoplasmic, score 8.96	Coil|Coil				
ERR2185444_RNODE_45_length_1405_cov_9.62210	ERR2185444_RNODE_45_length_1405_cov_9.62210_3	1479	1820	1	L	Psort location Cytoplasmic, score 8.96					
ERR2185444_RNODE_45_length_1405_cov_9.62210	ERR2185444_RNODE_45_length_1405_cov_9.62210_4	1831	2799	1	L	COG COG3464 Transposase and inactivated derivatives	PF01610|Transposase;PTHR33498|TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557				
ERR2185444_RNODE_46_length_3122_cov_14.82540	ERR2185444_RNODE_46_length_3122_cov_14.82540_4	1763	1966	-1							
ERR2185444_RNODE_46_length_3122_cov_14.82540	ERR2185444_RNODE_46_length_3122_cov_14.82540_5	1963	3246	-1	-	-	Coil|Coil;PF01446|Replication protein;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_46_length_3122_cov_14.82540	ERR2185444_RNODE_46_length_3122_cov_14.82540_6	3428	4591	-1	S	Band 7 protein	G3DSA:3.30.930.30|-;cd17242|MobM_relaxase				
ERR2185444_RNODE_46_length_3122_cov_14.82540	ERR2185444_RNODE_46_length_3122_cov_14.82540_7	4667	4885	-1			mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_47_length_2791_cov_23.00820	ERR2185444_RNODE_47_length_2791_cov_23.00820_3	2437	3480	-1	L	Plasmid recombination enzyme	G3DSA:3.30.930.30|-;NF041497|NCBIFAM: MobV family relaxase;PF01076|Plasmid recombination enzyme;cd17242|MobM_relaxase;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_47_length_2791_cov_23.00820	ERR2185444_RNODE_47_length_2791_cov_23.00820_4	3778	4761	-1	-	-	PF01446|Replication protein;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_48_length_1094_cov_4.32557	ERR2185444_RNODE_48_length_1094_cov_4.32557_2	892	1938	1	S	COG0463 Glycosyltransferases involved in cell wall biogenesis	G3DSA:3.90.550.10|Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A;PF00535|Glycosyl transferase family 2;PTHR22916|GLYCOSYLTRANSFERASE;SSF53448|Nucleotide-diphospho-sugar transferases;cd00761|Glyco_tranf_GTA_type	Cationic_antimicrobial_peptides	Lipid_A_modification	PMRF	24.576
ERR2185444_RNODE_49_length_1684_cov_7.88095	ERR2185444_RNODE_49_length_1684_cov_7.88095_3	1117	1521	-1	L	IstB-like ATP binding protein	G3DSA:3.40.50.300|-;PF01695|IstB-like ATP binding protein;PTHR30050|CHROMOSOMAL REPLICATION INITIATOR PROTEIN DNAA;SSF52540|P-loop containing nucleoside triphosphate hydrolases;cd00009|AAA				
ERR2185444_RNODE_49_length_1684_cov_7.88095	ERR2185444_RNODE_49_length_1684_cov_7.88095_4	1518	1706	-1	L	COG4584 Transposase and inactivated derivatives					
ERR2185444_RNODE_49_length_1684_cov_7.88095	ERR2185444_RNODE_49_length_1684_cov_7.88095_5	1710	2180	-1	S	Electron transfer DM13	PF10517|Electron transfer DM13;PS51549|DM13 domain profile.				
ERR2185444_RNODE_49_length_1684_cov_7.88095	ERR2185444_RNODE_49_length_1684_cov_7.88095_6	2362	2952	1	L	Belongs to the 'phage' integrase family	G3DSA:1.10.150.130|-;G3DSA:1.10.443.10|Intergrase catalytic core;PF13495|Phage integrase, N-terminal SAM-like domain;PS51898|Tyrosine recombinase domain profile.;PS51900|Core-binding (CB) domain profile.;SSF56349|DNA breaking-rejoining enzymes	betalactams	Class_A_betalactamases;Class_D_betalactamases	GES;OXA	51.02
ERR2185444_RNODE_4_length_4128_cov_17.48570	ERR2185444_RNODE_4_length_4128_cov_17.48570_3	2734	4128	1	KT	Primase C terminal 1 (PriCT-1)	G3DSA:1.10.10.60|-;G3DSA:1.10.340.50|-;PF03090|Replicase family;PF08708|Primase C terminal 1 (PriCT-1)				
ERR2185444_RNODE_4_length_4128_cov_17.48570	ERR2185444_RNODE_4_length_4128_cov_17.48570_4	4283	4627	1	S	Bacterial mobilisation protein (MobC)	PF05713|Bacterial mobilisation protein (MobC)				
ERR2185444_RNODE_4_length_4128_cov_17.48570	ERR2185444_RNODE_4_length_4128_cov_17.48570_5	4624	6552	1	S	PFAM Relaxase mobilization nuclease family protein	PF03432|Relaxase/Mobilisation nuclease domain;mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_50_length_2295_cov_19.36079	ERR2185444_RNODE_50_length_2295_cov_19.36079_3	2318	2902	-1	S	Psort location Cytoplasmic, score 8.96					
ERR2185444_RNODE_50_length_2295_cov_19.36079	ERR2185444_RNODE_50_length_2295_cov_19.36079_4	3094	4080	-1	L	Plasmid recombination enzyme	G3DSA:3.30.930.30|-;NF041497|NCBIFAM: MobV family relaxase;PF01076|Plasmid recombination enzyme;cd17242|MobM_relaxase				
ERR2185444_RNODE_51_length_4522_cov_15.84868	ERR2185444_RNODE_51_length_4522_cov_15.84868_3	3064	3309	1							
ERR2185444_RNODE_51_length_4522_cov_15.84868	ERR2185444_RNODE_51_length_4522_cov_15.84868_4	3264	3683	-1							
ERR2185444_RNODE_51_length_4522_cov_15.84868	ERR2185444_RNODE_51_length_4522_cov_15.84868_5	3854	4084	1			mobidb-lite|consensus disorder prediction				
ERR2185444_RNODE_51_length_4522_cov_15.84868	ERR2185444_RNODE_51_length_4522_cov_15.84868_6	4141	4407	-1	L	RelB antitoxin	G3DSA:1.10.1220.10|-;PF04221|RelB antitoxin;PIRSF003108|DinJ;PTHR38781|ANTITOXIN DINJ-RELATED;TIGR02384|JCVI: type II toxin-antitoxin system RelB/DinJ family antitoxin				
ERR2185444_RNODE_51_length_4522_cov_15.84868	ERR2185444_RNODE_51_length_4522_cov_15.84868_7	4495	5247	-1	L	Initiator Replication protein	G3DSA:1.10.10.10|-;PF01051|Initiator Replication protein, WH1;PF21205|Initiator Rep protein, WH2;SSF46785|Winged helix DNA-binding domain				
ERR2185444_RNODE_51_length_4522_cov_15.84868	ERR2185444_RNODE_51_length_4522_cov_15.84868_8	6119	7552	-1	D	plasmid recombination enzyme	Coil|Coil;G3DSA:3.30.930.30|-;NF041497|NCBIFAM: MobV family relaxase;PF01076|Plasmid recombination enzyme;cd17242|MobM_relaxase;mobidb-lite|consensus disorder prediction				
